"","Fecha","AVELAR P DO ALFERES(83049)_PrecipitacaoTotal","AVELAR P DO ALFERES(83049)_TempMaximaMedia","AVELAR P DO ALFERES(83049)_TempMinimaMedia","AVELAR P DO ALFERES(83049)_UmidadeRelativaMedia","BENTO GONCALVES(83941)_PrecipitacaoTotal","BENTO GONCALVES(83941)_TempMaximaMedia","BENTO GONCALVES(83941)_TempMinimaMedia","BENTO GONCALVES(83941)_UmidadeRelativaMedia","CAMPOS NOVOS(83887)_PrecipitacaoTotal","CAMPOS NOVOS(83887)_TempMaximaMedia","CAMPOS NOVOS(83887)_TempMinimaMedia","CAMPOS NOVOS(83887)_UmidadeRelativaMedia","CHAPECO(83883)_PrecipitacaoTotal","CHAPECO(83883)_TempMaximaMedia","CHAPECO(83883)_TempMinimaMedia","CHAPECO(83883)_UmidadeRelativaMedia","CRUZ ALTA(83912)_PrecipitacaoTotal","CRUZ ALTA(83912)_TempMaximaMedia","CRUZ ALTA(83912)_TempMinimaMedia","CRUZ ALTA(83912)_UmidadeRelativaMedia","CRUZ DAS ALMAS(83222)_PrecipitacaoTotal","CRUZ DAS ALMAS(83222)_TempMaximaMedia","CRUZ DAS ALMAS(83222)_TempMinimaMedia","CRUZ DAS ALMAS(83222)_UmidadeRelativaMedia","GUARULHOS(83075)_PrecipitacaoTotal","GUARULHOS(83075)_TempMaximaMedia","GUARULHOS(83075)_TempMinimaMedia","GUARULHOS(83075)_UmidadeRelativaMedia","IRAI(83881)_PrecipitacaoTotal","IRAI(83881)_TempMaximaMedia","IRAI(83881)_TempMinimaMedia","IRAI(83881)_UmidadeRelativaMedia","IRATI(83836)_PrecipitacaoTotal","IRATI(83836)_TempMaximaMedia","IRATI(83836)_TempMinimaMedia","IRATI(83836)_UmidadeRelativaMedia","IVAI(83811)_PrecipitacaoTotal","IVAI(83811)_TempMaximaMedia","IVAI(83811)_TempMinimaMedia","IVAI(83811)_UmidadeRelativaMedia","LONDRINA(83766)_PrecipitacaoTotal","LONDRINA(83766)_TempMaximaMedia","LONDRINA(83766)_TempMinimaMedia","LONDRINA(83766)_UmidadeRelativaMedia","PORTO ALEGRE(83967)_PrecipitacaoTotal","PORTO ALEGRE(83967)_TempMaximaMedia","PORTO ALEGRE(83967)_TempMinimaMedia","PORTO ALEGRE(83967)_UmidadeRelativaMedia","SANTA MARIA(83936)_PrecipitacaoTotal","SANTA MARIA(83936)_TempMaximaMedia","SANTA MARIA(83936)_TempMinimaMedia","SANTA MARIA(83936)_UmidadeRelativaMedia","SAO LUIZ GONZAGA(83907)_PrecipitacaoTotal","SAO LUIZ GONZAGA(83907)_TempMaximaMedia","SAO LUIZ GONZAGA(83907)_TempMinimaMedia","SAO LUIZ GONZAGA(83907)_UmidadeRelativaMedia","SAO MATEUS(83550)_PrecipitacaoTotal","SAO MATEUS(83550)_TempMaximaMedia","SAO MATEUS(83550)_TempMinimaMedia","SAO MATEUS(83550)_UmidadeRelativaMedia","SAO PAULO MIR de SANTANA(83781)_PrecipitacaoTotal","SAO PAULO MIR de SANTANA(83781)_TempMaximaMedia","SAO PAULO MIR de SANTANA(83781)_TempMinimaMedia","SAO PAULO MIR de SANTANA(83781)_UmidadeRelativaMedia"
"35",2002-11-01,42,24.032258,11.077419,79.548387,210.3,18.177419,8.864516,79.862903,56,18.748387,5.706667,63.967742,101.7,22.045161,11.716129,71.040323,165.1,19.6,9.567742,82.685484,14.4,31.041379,21.865517,71.991667,127.7,28.913333,17.37,68.983333,57.6,23.387097,10.309677,79.854839,111,20.425806,9.193548,81.580645,138.9,19.748387,9.741935,86.467742,82.6,25.69,12.303226,73.645161,159.1,20.048387,11.422581,82.306452,112.8,19.090323,9.587097,83.467742,50.8,20.716129,10.793548,76.879032,174.4,30.2,21.46,79.016667,226.5,27.96,17.926667,69.55
"36",2002-12-01,28.5,25.88,14.456667,78.041667,55,18.2,7.358065,70.362903,67,22.37,9.633333,69.708333,69.9,21.354839,8.8,64.774194,70.4,19.967742,7.819355,75.604839,34.5,32.451613,22.325806,70.903226,186.1,30.132258,18.603226,70.201613,59.6,23.167742,7.580645,73.467742,27.8,20.216129,5.845161,70.483871,18.9,24.954839,8.619355,71.758065,47.8,25.432258,10.419355,63.75,57.8,20.412903,9.893548,74.491935,73.9,20.63871,8.409677,76.701613,97.9,21.864516,9.580645,67.822581,153.3,31.545161,22.564516,80.741935,235.3,29.235484,19.222581,70.201613
"37",2003-01-01,159.3,27.2,15.154839,76.975806,77.3,21.006667,9.776667,76.125,179,24.196774,12.541935,71.637097,69.9,25.013333,12.896667,63.858333,97.9,23.12,11.1,72.9465554814254,57.5,33.496774,23.432258,67.91129,292,28.180645,18.712903,76.645161,104,27.193333,12.193333,70.383333,78.2,23.573333,10.326667,72.65,53.9,27.806667,13.87,70.05,62,28.553333,13.753333,63.5844671582319,56.6,22.52,12.153333,75.416667,57.2,22.626667,10.82,76.75,66.4,25.55,12.52,65.7,310.6,32.106452,23.145161,82.774194,317.2,27.522581,19.306452,76.217742
"38",2003-02-01,204.8,27.886667,17.84,81.425,168.5,23.787097,12.912903,75.056452,166.5,24.813333,13.216667,66.641667,188.9,27.648387,15.53871,67.653226,208.3,26.570968,14.258065,76.6873296845379,18.4,31.732143,22.632143,72.675926,106.2,32.276923,20.646429,65.221154,264.9,29.541935,15.76129,69.604839,185.9,24.496774,13.345161,76.483871,267.4,25.612903,12.887097,76.177419,77.9,29.803226,16.151613,66.08871,190.2,26.041935,15.829032,72.991935,193.4,26.864516,14.754839,75.451613,167.7,29.5,15.983871,65.612903,33.5,33.853571,22.775,76.928571,109.4,31.607143,21.185714,65.205357
"39",2003-03-01,101.5,29.296774,19.312903,81.177419,147.7,24.996667,13.966667,70.883333,405.4,24.43871,14.825806,74.967742,190.8,27.28,15.666667,65.658333,232.3,27.633333,14.986667,74.0748134241276,85,31.027586,22.996552,79.483871,90.6,28.519355,18.658065,73.83871,147.7,29.493333,15.733333,70.091667,172.5,25.776667,13.89,72.741667,170,26.786667,15.2,75.266667,97.5,30.686667,17.726667,65.266667,137.2,27.456667,17.31,71.416667,228.6,28.013333,16.573333,71.991667,206.4,29.77931,16.476667,65.533333,26.3,34.051613,22.751613,77.233871,126.5,27.783871,18.958065,72.677419
"40",2003-04-01,119.3,28.264516,18.716129,81.548387,339,24.680645,14.735484,74.975806,117.6,26.080645,15.519355,73.709677,379.7,27.370968,16.822581,73.403226,328.3,27.467742,16.293548,70.104839,59.6,30.162069,22.455172,84.408333,34.7,27.493333,17.073333,71.575,340,29.793333,18.245161,73.814516,245.6,26.406452,16.348387,78.08871,69,28.296774,16.274194,75.451613,172.3,31.145161,19.593548,73.346774,185,27.848387,18.464516,70.290323,357.3,27.687097,17.280645,75.580645,368.7,29.929032,17.854839,69.677419,98.7,32.173333,21.7,80.958333,45.6,26.526667,17.65,70.8
"41",2003-05-01,278.2,28.696552,18.986207,83.422414,97.2,27.63,17.322581,74.419355,54.5,26.217241,14.710345,68.724138,162.5,29.551613,18.387097,70.104839,70.6,30.354839,18.109677,70.104839,135.6,27.853333,21.412903,90.927419,31.4,24.390323,13.635484,69.08871,176.4,31.993548,19.470968,72.08871,77.8,26.96129,15.745161,77.072581,154.1,27.870968,18.248387,83.08871,157.4,31.16129,19.358065,72.645161,58.1,30.832258,20.496774,72.701613,21.7,31.664516,19.858065,74.193548,45.3,33.864516,19.948387,66.75,44.3,29.741935,19.783871,79.669355,33.1,23.641935,14.222581,69.645161
"42",2003-06-01,86.7,28.154839,17.093548,82.056452,133.6,26.034483,16.186207,73.818966,99.6,26.532258,14.496774,67.524194,116.1,28.624138,17.227586,67.586207,99.3,28.913793,16.868966,65.405172,163.2,26.031034,19.87931,91.475,9.2,25.39,14.03,71.858333,99,30.958621,17.586207,68.62069,64.8,27.582759,15.996552,73.956897,30,29.864286,17.039286,72.669643,148.1,31.503448,19.006897,69.862069,87,29.344828,19.610345,71.905172,110.8,29.951724,17.910345,71.801724,20.8,32.665517,18.362069,60.922414,2.40000000000001,30.82,17.883333,78.9,16,25.056667,14.943333,71.841667
"43",2003-07-01,93.8,28.003333,17.673333,84.808333,53.2,26.28,15.590323,73.540323,181.9,24.52,14.853333,77.541667,37.5,29.619355,17.1,64.137097,55.6,29.483871,16.303226,65.241935,178.9,25.632258,18.574194,88.354839,25.5,24.148387,12.512903,68.129032,44.1,31.993548,17.167742,66.645161,128.9,26.851613,14.664516,73.862903,53.6,29.864516,16.33871,73.879032,114.5,31.519355,18.341935,69.75,27.4,28.932258,18.83871,74.056452,94.1,30.070968,17.329032,75.451613,33.3,32.9,17.719355,64.467742,116.6,28.541935,17.467742,80.919355,19,23.632258,13.464516,65.758065
"44",2003-08-01,38.4,24.767742,13.8,86.379032,105.9,25.446667,15.34,73.958333,148,16.874194,8.909677,85.274194,201.1,27.763333,17.066667,75.125,125.9,27.883333,16.153333,70.633333,113.2,26.096774,19.348387,87.830645,19.3,22.941935,11.329032,68.408333,138.5,30.073333,17.82,74.858333,134.1,25,15.393333,75.075,82.2,27.206667,16.156667,81.433333,75.8,29.426667,18.593333,77.166667,64.9,28.47,18.176667,76.466667,101.5,27.953333,16.413333,79.783333,208.8,29.83,17.876667,74.366667,21.5,28.06129,18.019355,80.362903,25.3,22.096774,11.809677,68.822581
"45",2003-09-01,28.6,23.956667,11.253333,84.916667,171.7,17.129032,9.816129,85.798387,29.4,19.22,8.733333,77.5,141.4,18.806452,10.858065,85.959677,136.9,19.170968,10.264516,83.75,138.3,27.355172,19.455172,85.125,30.9,25.29,13.986667,69.9,116.1,20.696774,12.193548,86.685484,177.9,17.758065,9.480645,77.266129,121.1,24.851613,12.093548,79.241935,242,21.890323,12.677419,85.524194,186.7,20.651613,13.067742,85.556452,85.8,19.722581,11.119355,86.887097,50.4,20.158065,11.629032,85.758065,32.7,29.4,18.84,78.625,34.5,24.43,14.28,71.116667
"46",2003-10-01,35.8,22.912903,11.303226,84.58871,76,19.17,10.4,79.825,185.5,16.735484,8.087097,80.854839,37.2,21.586667,11.796667,76.416667,124.9,21.276667,11.18,79.275,31.2,29.02,20.106452,78.072581,112,27.151613,15.887097,70.33871,55,23.18,11.106667,83.841667,82.7,19.846667,8.71,73.675,111.6,22.64,12.54,86.091667,75.5,23.166667,11.826667,83.933333,102.7,21.606667,12.393333,84.258333,72.1,21.772414,11.823333,83.975,54.7,22.983333,13.006667,80.233333,149.2,29.480645,19.403226,75.41129,126.7,26.46129,15.93871,72.258065
"47",2003-11-01,4.7,25.829032,10.032258,79.693548,189.9,16.751613,7.703226,76.120968,58.8,20.858065,8.203226,68.814516,177.4,19.709677,9.8,74.927419,121.5,18.241935,8.319355,76.758065,108.7,29.373333,21.343333,81.15,89.9,27.576667,16.9,72.033333,173,21.419355,10.187097,78.282258,115.2,18.012903,9.212903,79.104839,69.9,21.232258,8.467742,80.725806,110.9,22.619355,11.787097,81.733871,141.8,19.490323,9.712903,81.629032,72.5,19.529032,8.787097,80.33871,85.6,20.883871,10.093548,75.758065,42.4,30.38,21.31,79.583333,99.3,26.686667,17.073333,73.025
"48",2003-12-01,11.6,29.146667,14.013333,73.6,41.9,19.929032,9.429032,72.104839,193.9,22.91,12.523333,74.75,41.7,23.519355,11.219355,66.129032,55.1,21.148387,9.735484,73.629032,22.3,31.703333,21.989655,74.475806,175.4,28.841935,18.516129,74.5,35.3,24.554839,10.364516,75.540323,21.9,23.151613,7.503226,65.709677,88.4,25.341935,10.780645,71.766129,0.200000000000003,28.132258,12.193333,63.75,71.5,21.374194,11.129032,79.387097,85.3,21.716129,10.770968,81.137097,56.4,22.806452,11.551613,72.451613,241.4,31.845161,22.190323,80.612903,139.8,28.351613,18.874194,74.709677
"49",2004-01-01,79,26.441935,16.496774,79.266129,167.7,22.583333,13.023333,76.933333,266.2,22.68,10.934483,70.233871,188.7,25.683333,15.45,75.375,146.4,23.853333,13.336667,75.158333,349.8,32.726374047576,22.0999428234649,72.3822428144627,228,27.032258,18.077419,76.217742,171,27.253333,14.733333,75.225,48.3,25.63,12.44,64.8,303.3,21.293333,11.693333,82.433333,29.8,31.613333,16.746667,60.483333,193.3,23.986667,14.83,81.308333,96.3,24.46,14.06,81.466667,91.1,25.866667,14.986667,73.375,253.7,30.53871,22.583871,85.048387,284.5,26.748387,18.36129,81.620968
"50",2004-02-01,176.7,27.893333,17.293333,78.25,164.7,22.612903,11.596774,70.708333,174.9,23.79,13.296667,71.616667,301.4,26.025806,13.945161,64.758065,127.6,25.816129,12.23871,61.919355,244.6,30.9257971484712,22.4647784796243,76.9894596030411,284.2,27.296552,17.586207,75.818966,250.5,28.116129,14.019355,68.814516,211.8,23.858065,12.112903,74.951613,334.5,26.096774,16.070968,84.491935,250.1,28.458065,15.964516,72.451613,76.3,25.058065,14.064516,71.201613,120.1,25.696774,12.451613,73.193548,174.7,28.487097,13.677419,64.193548,160.1,31.803448,22.389655,82.224138,335.6,26.931034,17.962069,79.491379
"51",2004-03-01,252.7,28.351613,18.816667,83.637097,144.4,23.746667,13.793333,75.3,140.1,25.522581,14.751613,69.169355,190,26.313333,15.523333,70.258333,228.3,26.75,14.293333,68.258333,31.7,30.4712087425844,22.0557265328812,81.9475465598544,120.6,27.193548,17.177419,74.080645,131,28.746667,16.413333,69.225,159.6,25.343333,14.54,75.216667,161.5,27.84,14.87,72.991667,139.1,29.54,18.253333,67.55,115.2,26.626667,16.976667,74.55,147.7,27.426667,15.84,70.55,193.3,28.176667,15.986667,72.866667,313.3,30.383871,22.003226,86.072581,130.7,26.796774,17.590323,79.524194
"52",2004-04-01,254.2,28.990323,19.967742,83.483871,53.6,26.232258,15.680645,70.483871,232.6,26.493548,16.643333,74.725806,113.2,28.825806,17.380645,67.427419,64.7,29.516129,16.948387,61.08871,112.2,29.5279790716047,21.6335005246018,87.8708689365473,113.6,27.233333,17.666667,74.616667,56.2,31.735484,18.335484,65.814516,91.4,26.474194,15.2,77.306452,70.4,28.796774,16.554839,74.25,106.1,29.864516,18.716129,71.725806,33.7,29.167742,18.767742,69.193548,62.2,30.467742,17.851613,63.653226,108.5,32.222581,18.851613,65.314516,172.7,30.36,21.413333,86.2,123.4,26.556667,17.95,78.791667
"53",2004-05-01,124.7,29.560714,18.085714,80.919643,51.9,29.487097,17.816129,66.016129,32.1,27.475,15.775,66.571429,251.8,30.316129,19.277419,70.459677,118.8,30.919355,18.609677,64.774194,118.9,27.240806344397,20.7143444926588,91.967603372214,66.7,22.493548,13.896774,77.241935,196.5,32.96129,20.23871,68.830645,157.2,26.370968,17.496774,81.524194,188.9,30.403226,18.170968,77.217742,348.4,29.2,20.658065,82.5,28.8,32.219355,20.654839,68,49.8,33.425806,19.977419,63.991935,112.2,34.519355,20.054839,66.919355,104.7,29.954839,20.177419,84.887097,60.1,22.087097,14.190323,81.314516
"54",2004-06-01,143.4,29.56129,19.229032,84.403226,54.5,28.664286,17.364286,68.589286,119.3,27.045161,15.464516,68.629032,8.20000000000002,31.346429,18.828571,61.383929,15.3,30.678571,18.082143,65.035714,131.9,24.9256663309999,19.3935374972921,95.0726778730553,72.1,22.71,12.163333,75.841667,48.4,33.9,20.107143,60.3125,61.3,27.825,15.8,68.267857,87.1,28.814286,17.882143,79.642857,135.4,32.025,19.664286,66.892857,41,30.503571,20.821429,72.616071,59.4,30.885714,19.160714,71.776786,78.3,33.332143,19.325,69.232143,137.8,27.886667,18.65,86.408333,66.8,22.343333,12.736667,72.716667
"55",2004-07-01,58.8,28.973333,17.83,83.425,125.3,27.319355,16.977419,70.725806,381.4,23.283333,13.613333,79.45,91.6,30.503226,18.26129,66.201613,78.3,30.483871,17.380645,63.451613,59.8,24.5900249157457,19.3248861750584,89.6138171991531,83,21.793548,12.06129,76.314516,53.3,32.6,18.793548,67.870968,37.8,28.035484,15.512903,70.395161,168.2,28.832258,17.554839,81.685484,61,32.248387,19.870968,69.419355,141.3,29.819355,19.8,73.048387,55.4,31.016129,18.274194,68.637097,79.9,32.803226,19.093548,68.177419,150.5,26.825806,17.696774,84.387097,97.4,21.164516,12.529032,76.137097
"56",2004-08-01,38.2,26.141935,13.654839,84.193548,181,22.173333,13.933333,83.8,311.2,20.953333,11.08,78.693548,288.3,24.983333,15.94,80.291667,261.7,24.2,14.84,79.1,54.3,25.1467127248248,18.3963030144071,92.4779150015246,1.59999999999999,24.796774,12.403226,69.677419,267.2,26.52,16.383333,83.7,116.4,25.32,15.493333,82.816667,40.6,25.85,12.87,77.55,66.9,30.583333,19.096667,71.5,145.8,25.366667,16.636667,82.483333,276.1,25.1,15.32,83.966667,338.1,25.94,16.176667,81.883333,22.4,28.374194,17.335484,81.967742,2.7,24.358065,12.890323,67.653226
"57",2004-09-01,27.2,25.066667,11.786667,85.8,215.9,21.003226,12.583871,78.362903,235.7,19.723333,11.223333,82.95,216.1,23.235484,13.993548,76.040323,268.7,22.435484,13.325806,79.137097,11.2,26.4862106927526,19.3534012278833,90.0956024093558,11.9,29.026667,15.956667,64.691667,230.7,25.16129,14.3,83.717742,135,22.767742,11.112903,81.370968,7,22.335484,8.490323,78.137097,111.2,27.796774,14.883871,73.209677,153.7,23.374194,14.622581,82.467742,183.7,23.36129,14.051613,83.395161,289.3,24.158065,15.16129,79.725806,24.7,29.45,18.03,76.608333,9.3,28.763333,16.333333,64
"58",2004-10-01,30.7,23.409677,11.480645,85.306452,129,19.43,12.826667,84.683333,131.5,17.293548,7.248387,75.814516,360.9,22.006667,13.953333,80.633333,283.7,21.383333,13.506667,85,89.3,27.4117195478236,19.9034839441117,83.7732746824767,119.8,25.454839,15.458065,75.387097,414.9,23.926667,14.04,87.35,143.5,21.206667,11.75,87.05,40.6,23.343333,10.32,78.258333,47.3,25.543333,14.54,81.691667,34.7,23.14,15.106667,83.683333,106.5,22.626667,14.713333,86.033333,392.2,22.903333,15.496667,85.833333,62.6,29.764516,19.935484,78.564516,97.4,24.816129,15.516129,74.758065
"59",2004-11-01,0.299999999999997,27.245161,12.409677,78.491935,120.4,17.680645,8.596774,75.346774,190.6,22.222581,10.303226,69.370968,145.3,19.890323,9.683871,71.08871,106.9,18.887097,8.616129,75.693548,110.3,28.1907595132935,21.5839071568757,83.880575069741,199.3,27.326667,17.023333,72.641667,90.5,22.193548,8.954839,79.483871,60.7,19.580645,7.090323,80.653226,77.6,23.674194,10.432258,73.580645,42.2,23.845161,11.341935,77.91129,57.7,20.877419,10.832258,78.16129,56.2,20.16129,9.806452,77.782258,71.3,21.106452,10.416129,74.806452,84.2,30.596667,21.366667,80.341667,173.6,26.533333,17.11,72.583333
"60",2004-12-01,28,25.153333,15.83,81.508333,207.6,20.393548,10.651613,75.959677,281.5,16.77,8.4,82.683333,142.1,23.774194,12.793548,65.741935,174.5,22.596774,11.1,73.403226,0,31.2074657250197,21.0866292373811,75.9291725262568,227.1,27.725806,17.474194,78.08871,79.5,26.180645,11.232258,76.048387,113,23.5,9.670968,74.75,83.3,24.222581,10.36129,67.040323,37.3,28.332258,13.287097,67.112903,155.9,22.964516,13.390323,79.370968,81.1,22.916129,12.283871,75.435484,137.4,23.906452,12.254839,69.685484,278.2,31.090323,22.022581,83.733871,262.9,27.093548,17.712903,77.008065
"61",2005-01-01,26.1,29.545161,17.83871,72.08871,171.1,17.076667,9.063333,80.216667,323.1,22.609677,13.906452,79.532258,210,19.566667,10.073333,75.891667,139.9,19.126667,9.68,76.058333,75.4,31.7458716365019,21.5893816824842,71.430674379477,293.7,27.612903,19.432258,80.266129,188.9,22.106667,11.44,75.158333,312.1,18.95,10.633333,83.141667,277.4,23.153333,10.773333,74.283333,123.8,25.803333,14.213333,75.025,164.3,20.23,12.416667,78.083333,212.5,19.713333,10.933333,79.55,140.4,20.81,10.48,76.066667,59.9,33.180645,23.067742,81.185484,312.1,27.354839,19.348387,79.056452
"62",2005-02-01,101.6,27.3,17.983333,76.358333,319.2,21.806452,12.809677,82.016129,75.8,25.84,13.36,63.508333,312.5,24.935484,16.13871,78.080645,411.9,23.870968,13.583871,77.354839,148.6,29.1242451935932,21.0473089396587,78.2962418242131,138.7,28.803571,18.325,74.508929,291.5,27.316129,16.870968,76.967742,350.8,23.829032,15.306452,84.540323,135.7,27.509677,15.967742,75.387097,258.1,29.277419,18.748387,79.016129,271.1,24.067742,15.435484,78.032258,284.3,23.219355,14.509677,81.33871,342,25.6,15.019355,77.790323,213.8,32.457143,22.364286,82.383929,99.9,28.164286,18.217857,72.8125
"63",2005-03-01,186.6,27.951613,17.790323,79.120968,88.2,25.626667,14.56,67.766667,44.5,26.574194,14.851613,65.435484,72,29.213333,16.87,60.325,87.3,29.393333,15.69,61.866667,87.3,29.2220490251243,21.7090838689116,89.2460866821546,193.9,28.641935,19.03871,77.080645,108.2,31.553333,16.906667,65.066667,76.2,26.13,14.106667,71.266667,166.8,27.456667,16.5,76.116667,58.6,30.986667,17.79,68.666667,79.3,28.326667,17.146667,66.066667,57.2,29.413333,16,67.116667,94.3,31.606667,17.306667,60.033333,389.7,32.235484,23.064516,84.741935,286.6,27.729032,19.083871,75.225806
"64",2005-04-01,145.9,30.680645,18.893548,77.274194,68.8,26.190323,15.035484,72.016129,152.7,28.332258,17.293548,70.459677,48.3,29.86129,17.445161,61.629032,128.1,29.790323,16.567742,61.072581,124.8,29.3373538309795,21.1816553946352,98.2986964236261,99,28.086667,18.476667,76.083333,78.3,32.258065,18.458065,65.75,51.4,26.951613,15.396774,72.612903,145.4,29.3,18.53871,78.096774,238,30.132258,18.73871,73.258065,56,28.935484,18.403226,67.209677,101.9,30.341935,17.235484,64.072581,189.1,32.43871,18.164516,60.137097,45.5,28.72,21.756667,83.15,133.2,27.626667,18.726667,73.65
"65",2005-05-01,140.1,31.057143,19.660714,81.482143,112.6,28.822581,18.509677,77.177419,112.1,26.5,16.642857,74.080357,285.6,30.629032,19.719355,70.798387,123.1,30.693548,19.580645,72.282258,92,25.4927347002391,20.1408493766245,99.4049529558941,144.9,25.854839,15.312903,75.387097,212,33.387097,20.619355,72.685484,144.1,28.806452,17.46129,75.306452,225.6,29.003226,19.106452,81.637097,85.2,31.835484,20.890323,73.346774,174.2,31.258065,21.596774,74.064516,197.7,31.870968,20.751613,75.903226,84.4,33.812903,21.3,67.709677,99,30.251613,20.158065,83.879032,199,25.151613,15.667742,71.225806
"66",2005-06-01,75.3,30.016129,18.941935,78.677419,72.1,27.117857,17.257143,77.660714,214.3,25.5,15.683871,75.556452,88.1,29.339286,18.796429,73.776786,29.6,30.267857,17.639286,69.526786,227.6,24.0978520155384,19.6114369649725,97.5812819468357,29.6,24.833333,14.373333,76.775,60.6,32.35,19.757143,71.785714,52.6,27.867857,17.1,70.901786,131.1,29.314286,18.457143,78.276786,372.3,30.453571,19.814286,79.348214,88.9,29.792857,20.764286,74.178571,45.5,31.235714,19.032143,72.607143,63.6,33.196429,19.575,65.669643,167.1,28.04,19.32,86.941667,30.4,24.036667,14.786667,72.45
"67",2005-07-01,27,28.36,16.3,76.85,148,26.8,16.806452,75.153226,41.6,22.433333,11.86,72.8,151.1,28.187097,18.141935,75.604839,272.1,28.451613,17.148387,74.540323,132,23.4201705280939,18.1080715894365,92.8482662711843,15.5,22.8,12.625806,75.604839,125.5,30.548387,18.954839,77.08871,169,27.512903,16.554839,73.112903,80,29.734483,17.889655,77.725806,65.1,31.503226,20.380645,75.580645,81.2,29.629032,19.96129,72.177419,80.2,30.445161,18.116129,74.758065,179.6,31.087097,19.3,71.346774,23.4,28.316129,17.125806,82.572581,13.7,22.351613,13.006452,70.225806
"68",2005-08-01,15.5,25.070968,12.377419,77.362903,57.6,22.636667,13.036667,77.525,28.5,17.519355,7.774194,79.193548,46.7,25.406667,14.11,72.683333,107.2,26.123333,14.093333,69.833333,123.4,24.2380307346025,17.8209079528482,96.1320978267667,5.90000000000001,26.390323,14.132258,69.193548,60.8,27.44,14.406667,78.241667,20.3,23.956667,11.623333,69.266667,126.4,27.5,15.623333,79.408333,49.2,29.063333,16.413333,74.375,17.6,25.856667,16.47,76.016667,68.6,26.153333,14.206667,78.833333,104.2,27.736667,15.453333,69.558333,100.2,29.364516,18.780645,82.024194,9.5,26.151613,14.658065,64.08871
"69",2005-09-01,5.5,24.446667,10.42,78.058333,88.5,17.532258,8.864516,82.064516,97.9,19.786667,9.673333,79.991667,15.1,21.025806,9.922581,74.362903,61.5,20.612903,9.458065,74.798387,57.5,25.6800119153722,18.605277938973,96.6755944101485,99.1,24.06,14.436667,79.883333,20.4,23.103226,9.006452,79.66129,12.3,20.503226,7.222581,67.201613,248.1,21.719355,10.619355,82.467742,36.2,25.235484,11.670968,72,171.8,20.66129,12.145161,81.322581,81.7,20.477419,9.387097,82.846774,21.7,23.16129,10.451613,73.419355,132.6,28.69,19.556667,82.45,138.8,23.403333,14.48,78.05
"70",2005-10-01,11,26.306452,8.670968,75.475806,199.1,18.676667,10.29,81.391667,56.5,20.419355,10.167742,76.258065,114.3,22.833333,12.863333,72.516667,151.8,20.803333,10.98,81.491667,14.2,26.8970278414057,19.5361953642257,89.3217269541365,201.2,27.341935,17.3,79.451613,93.7,24.72,12.713333,80.125,38.5,21.326667,9.393333,68.641667,4.09999999999999,23.866667,10.13,75.116667,26,25.356667,12.596667,73.941667,66.7,21.49,12.21,82.841667,77.8,21.366667,11.153333,82.591667,102.3,22.776667,13.053333,79.025,21.5,31.741935,20.358065,77.41129,172.1,26.767742,17.380645,77.975806
"71",2005-11-01,23.1,26.974194,12.335484,71.403226,205.4,19.767742,11.190323,80.048387,152.4,20.374194,9.3,66.346774,62.8,23.103226,12.929032,70.177419,149.4,21.887097,12.116129,78.983871,147.4,26.2246072758632,20.7485652400634,91.7687196923731,90.3,27.2,16.49,76.291667,70.2,24.722581,12.012903,78.354839,53,22.067742,8.932258,72.717742,165.8,20.767742,8.103226,76.604839,23.6,26.945161,12.819355,70.16129,67.5,22.5,13.677419,80.427419,106.2,22.954839,12.632258,79.16129,96,24.36129,14.258065,75.177419,259.4,28.763333,21.09,84.666667,106.1,26.203333,16.836667,74.875
"72",2005-12-01,41.6,25.966667,13.53,71.658333,90.7,19.919355,9.441935,69.096774,157.1,20.36,9.613333,71.883333,115.4,22.912903,11.958065,61.677419,65.7,21.736667,10.219355,69.080645,51.3,30.6903178677796,21.1200805392384,83.5151092686458,211.8,27.983871,17.106452,76.814516,126.6,24.8,10.122581,71.983871,63.3,23.106452,9.325806,72.629032,18.3,24.616129,10.716129,72.072581,17,28.829032,13.309677,63.427419,84.1,20.980645,11.006452,77.580645,75.6,21.76129,9.732258,77.040323,83.4,24.209677,11.703226,66.66129,161.8,30.703226,21.693548,82.379032,228.2,26.877419,17.183871,74.83871
"73",2006-01-01,58.6,27.403226,16.929032,75.096774,106.2,20.326667,9.483333,71.85,133.3,24.816129,13.777419,75.209677,166.5,23.446667,11.946667,65.341667,127,22.533333,10.276667,69.158333,63,31.9597814531506,21.2954860507622,76.8428597608909,204,30.280645,19.63871,74.580645,131.1,25.446667,11.88,69.933333,226.3,21.636667,9.583333,87.233333,42.5,28.346667,13.726667,66.866667,144.2,26.56,13.746667,72.416667,99.8,22.13,11.913333,74.108333,154.2,22.173333,10.626667,76.55,165.6,24.71,11.943333,67.991667,38.9,32.425806,22.145161,82.580645,348,29.719355,19.806452,72.056452
